03.01.22(21:39:17),Теория распределения,30.04366101423899333
04.01.22(13:07:40),Теория распределений2,22.66305143435796
04.01.22(18:40:25),Теория распределений2,28.275512663523354
05.01.22(22:25:17),Теория распределения 3,58.65362676779429
